player_id,player_name,minutes_played,shot_count_per_90_agg,goal_count_per_90_agg,xG_per_90_agg,on_target_per_90_agg,pass_count_per_90_agg,successfull_pass_count_per_90_agg,assists_per_90_agg,key_passes_per_90_agg,xA_per_90_agg,dribble_count_per_90_agg,successfull_dribbles_per_90_agg,long_carries_per_90_agg,foul_committed_count_per_90_agg,fouls_suffered_count_per_90_agg,penalites_won_per_90_agg,duel_count_per_90_agg,won_duels_per_90_agg,ball_recovery_count_per_90_agg,dispossessed_count_per_90_agg,clearance_count_per_90_agg,interception_count_per_90_agg,block_count_per_90_agg,tackle_count_per_90_agg,successful_tackles_per_90_agg,pressure_count_per_90_agg
3501,Philippe Coutinho Correia,629,3.863275039745628,0.2861685214626391,0.5283724559379968,1.287758346581876,72.4006359300477,63.38632750397457,0.2861685214626391,0.7154213036565977,0.10719874430842607,2.4324324324324325,1.4308426073131955,13.593004769475359,1.287758346581876,1.8600953895071541,0.14308426073131955,2.289348171701113,0.8585055643879173,3.14785373608903,1.573926868044515,0.14308426073131955,0.5723370429252782,0.7154213036565977,1.0015898251192368,0.4292527821939586,9.30047694753577
4447,Martin Braithwaite Christensen,951,2.082018927444795,0.1892744479495268,0.41202944706624606,0.6624605678233438,22.42902208201893,18.07570977917981,0.1892744479495268,0.7570977917981072,0.143020306466877,1.5141955835962144,1.0410094637223974,3.501577287066246,1.0410094637223974,1.419558359621451,0.28391167192429023,1.8927444794952681,0.5678233438485805,2.744479495268139,2.082018927444795,0.5678233438485805,0.6624605678233438,0.9463722397476341,0.5678233438485805,0.28391167192429023,9.74763406940063
5203,Sergio Busquets i Burgos,2326,0.07738607050730868,0.0,0.007716638847807395,0.0,98.04815133276011,90.11607910576096,0.1934651762682717,1.122098022355976,0.1131596493121238,0.5803955288048152,0.4643164230438521,4.488392089423904,1.7798796216680997,2.592433361994841,0.5803955288048152,3.946689595872743,1.3929492691315561,3.9853826311263973,0.5030094582975064,0.8512467755803955,1.354256233877902,1.934651762682717,2.5150472914875324,0.42562338779019776,19.191745485812554
5211,Jordi Alba Ramos,2890,0.7474048442906575,0.09342560553633218,0.060997659894809694,0.342560553633218,87.6643598615917,75.36332179930795,0.09342560553633218,1.5570934256055364,0.23217505464705882,1.0899653979238755,0.4982698961937716,5.948096885813149,0.685121107266436,0.4982698961937716,0.15570934256055363,1.8685121107266436,0.7162629757785468,4.359861591695502,0.43598615916955014,1.3391003460207613,1.2145328719723183,2.1176470588235294,1.4325259515570936,0.18685121107266436,10.432525951557093
5213,Gerard Piqué Bernabéu,1480,0.4864864864864865,0.0,0.03741048723648649,0.12162162162162163,75.83108108108108,71.39189189189189,0.0,0.12162162162162163,0.04213519054054054,0.060810810810810814,0.060810810810810814,10.216216216216218,0.7905405405405406,0.3648648648648649,0.18243243243243246,2.5540540540540544,0.7905405405405406,3.7094594594594597,0.18243243243243246,3.952702702702703,0.9121621621621622,1.0945945945945947,1.2770270270270272,0.4256756756756757,6.9324324324324325
5477,Ousmane Dembélé,1565,2.702875399361022,0.2875399361022364,0.26126822559105434,0.9201277955271566,52.159744408945684,43.533546325878596,0.17252396166134185,1.7827476038338659,0.22447635366134186,6.15335463258786,3.6805111821086265,14.146964856230033,0.7476038338658147,1.7827476038338659,0.17252396166134185,1.5527156549520766,0.5175718849840255,2.6453674121405752,1.4376996805111821,0.11501597444089458,0.805111821086262,1.610223642172524,0.8626198083067093,0.11501597444089458,13.859424920127795
5487,Antoine Griezmann,2360,2.4406779661016946,0.45762711864406774,0.4785257837402543,1.1059322033898304,46.29661016949153,40.99576271186441,0.30508474576271183,1.5254237288135593,0.2008033262161017,1.1822033898305084,0.7627118644067796,4.156779661016949,0.5720338983050848,1.2203389830508473,0.07627118644067796,2.059322033898305,0.9915254237288136,3.0508474576271185,0.8389830508474577,0.5338983050847458,0.41949152542372886,1.3347457627118644,1.4110169491525424,0.30508474576271183,14.377118644067798
5492,Samuel Yves Umtiti,512,0.3515625,0.0,0.0226620537890625,0.17578125,78.92578125,75.234375,0.0,0.0,0.0,0.17578125,0.17578125,9.84375,1.93359375,1.40625,0.703125,2.4609375,0.87890625,2.98828125,0.17578125,4.04296875,1.7578125,1.93359375,1.40625,0.0,7.91015625
5503,Lionel Andrés Messi Cuccittini,3023,5.805491233873635,0.8931524975190208,0.6808800300793914,2.649685742639762,71.95831955011577,59.6328150843533,0.29771749917300694,2.2924247436321536,0.2852371430086007,6.817730731061859,4.435990737677804,15.779027456169366,0.6549784981806153,3.42375124048958,0.29771749917300694,0.982467747270923,0.47634799867681116,2.8878597419781675,2.8878597419781675,0.0,0.20840224942110486,0.5656632484287132,0.6549784981806153,0.26794574925570624,8.663579225934502
6379,Sergi Roberto Carnicer,946,0.47568710359408034,0.09513742071881608,0.04099516610993657,0.09513742071881608,84.38689217758984,76.3953488372093,0.19027484143763215,1.236786469344609,0.16642715984143763,0.8562367864693446,0.7610993657505286,7.23044397463002,0.5708245243128964,0.9513742071881607,0.19027484143763215,2.0930232558139537,0.6659619450317125,3.7103594080338267,0.3805496828752643,1.236786469344609,0.7610993657505286,2.473572938689218,1.1416490486257929,0.3805496828752643,8.276955602536997
6590,Norberto Murara Neto,540,0.0,0.0,0.0,0.0,31.833333333333332,28.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.33333333333333337,0.16666666666666669,0.0,0.0,0.0,0.0,0.0
