player_id,player_name,minutes_played,shot_count_per_90,goal_count_per_90,xG_per_90,on_target_per_90,pass_count_per_90,successfull_pass_count_per_90,assists_per_90,key_passes_per_90,xA_per_90,dribble_count_per_90,successfull_dribbles_per_90,long_carries_per_90,foul_committed_count_per_90,fouls_suffered_count_per_90,penalites_won_per_90,duel_count_per_90,won_duels_per_90,ball_recovery_count_per_90,dispossessed_count_per_90,clearance_count_per_90,interception_count_per_90,block_count_per_90,tackle_count_per_90,successful_tackles_per_90,pressure_count_per_90
2985,Ludovic Baal,1519,0.05924950625411455,0.0,0.0008223963594470047,0.0,57.8275181040158,46.984858459512836,0.17774851876234365,1.0072416063199474,0.10896070420013167,2.014483212639895,1.30348913759052,8.650427913100724,1.1257406188281764,1.5997366688610928,0.5924950625411455,4.384463462804477,2.0737327188940093,5.5102040816326525,2.4884792626728114,1.5997366688610928,1.2442396313364057,2.962475312705728,3.021724818959842,1.184990125082291,21.152073732718893
2990,Benjamin André,2632,0.7522796352583586,0.0,0.04114323939323709,0.23936170212765956,67.29483282674772,54.40349544072948,0.06838905775075987,0.8206686930091185,0.048583315463525845,1.8806990881458967,1.094224924012158,8.069908814589665,1.8465045592705167,2.9407294832826745,0.7864741641337386,7.112462006079027,2.188449848024316,6.565349544072948,2.4620060790273555,1.9490881458966565,1.5045592705167172,2.8723404255319145,3.5904255319148937,0.8890577507598784,27.97112462006079
2994,Abdoulaye Diallo,630,0.0,0.0,0.0,0.0,24.142857142857142,19.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,1.2857142857142856,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3018,Giovanni-Guy Yann Sio,2629,2.430581970330924,0.23963484214530237,0.33237383865233927,0.7531380753138075,25.640928109547357,18.725751236211487,0.1711677443895017,0.8216051730696082,0.10417523107645493,1.6774438950171167,0.8216051730696082,4.484594903004945,2.1567135793077217,1.5405096995055156,0.6504374286801066,5.614302015975657,0.5477367820464055,2.499049068086725,1.780144541650818,0.4450361354127045,0.27386839102320276,1.4720426017497146,0.8558387219475085,0.23963484214530237,16.91137314568277
3022,Fallou Diagne,1858,0.8234660925726588,0.24219590958019377,0.13244477978848224,0.24219590958019377,45.678148546824545,36.52314316469322,0.0,0.14531754574811626,0.00981015902583423,0.5328310010764262,0.33907427341227125,5.231431646932185,1.598493003229279,0.5328310010764262,0.2906350914962325,3.3907427341227128,0.9203444564047363,5.3283100107642625,0.43595263724434874,5.231431646932185,1.55005382131324,2.32508073196986,1.7922497308934338,0.33907427341227125,9.445640473627556
3195,Mehdi Zeffane,815,1.4355828220858897,0.11042944785276074,0.06310172227361964,0.6625766871165644,51.4601226993865,40.74846625766871,0.11042944785276074,0.6625766871165644,0.04841876363190184,1.2147239263803682,0.3312883435582822,5.300613496932515,0.8834355828220859,1.1042944785276074,0.22085889570552147,5.521472392638037,1.1042944785276074,5.742331288343559,1.3251533742331287,0.9938650306748467,1.7668711656441718,2.6503067484662575,3.092024539877301,0.5521472392638037,16.67484662576687
3250,Edson André Sitoe,1305,0.3448275862068965,0.0,0.02427159137931035,0.06896551724137931,40.48275862068966,34.3448275862069,0.0,0.06896551724137931,0.0003168957724137931,0.48275862068965514,0.3448275862068965,3.310344827586207,0.6206896551724138,0.3448275862068965,0.20689655172413793,2.3448275862068964,0.689655172413793,5.1034482758620685,0.41379310344827586,5.172413793103448,1.793103448275862,1.5172413793103448,1.2413793103448276,0.27586206896551724,6.689655172413793
3292,Abdoulaye Doucouré,946,1.9027484143763214,0.19027484143763215,0.17966446963002114,0.6659619450317125,54.89429175475687,47.3784355179704,0.19027484143763215,1.9027484143763214,0.12242469838794927,1.9978858350951376,1.1416490486257929,8.657505285412263,0.8562367864693446,0.47568710359408034,0.19027484143763215,4.376321353065539,1.427061310782241,5.137420718816068,2.66384778012685,0.5708245243128964,0.7610993657505286,1.9027484143763214,2.2832980972515857,0.19027484143763215,28.731501057082454
3354,Benoît Guy Robert Costil,2790,0.0,0.0,0.0,0.0,29.387096774193548,18.225806451612904,0.0,0.0,0.0,0.0,0.0,2.4516129032258065,0.0,0.0967741935483871,0.0967741935483871,0.0,0.0,4.451612903225806,0.0,0.06451612903225806,0.0,0.03225806451612903,0.0,0.0,0.06451612903225806
3424,Cheikh M''Bengue,1895,0.23746701846965698,0.0,0.021970368474934037,0.0,56.754617414248024,47.4934036939314,0.0,0.42744063324538256,0.04668606546174143,0.5699208443271767,0.28496042216358836,4.369393139841689,1.662269129287599,1.187335092348285,0.42744063324538256,3.656992084432718,1.187335092348285,3.9894459102902378,0.7598944591029023,2.944591029023747,1.5197889182058046,2.70712401055409,2.37467018469657,0.37994722955145116,11.825857519788917
3753,Pedro Filipe Teodósio Mendes,1856,0.4364224137931035,0.0,0.019436570107758615,0.0,45.67887931034483,38.01724137931035,0.0,0.24245689655172414,0.0135037434375,1.0183189655172413,0.7273706896551725,6.158405172413794,1.40625,1.745689655172414,1.0183189655172413,3.394396551724138,1.1637931034482758,4.946120689655173,0.1939655172413793,4.849137931034482,1.5517241379310345,2.376077586206897,1.988146551724138,0.4364224137931035,11.977370689655173
